file,total bibls,m-level,j-level,a-level,s-level,u-level
2212-5019_beh_fulltextxml_COM-2050190.xml,16,14,1,1,0,0
2212-5019_beh_fulltextxml_COM-2050200.xml,21,19,1,1,0,0
2212-5019_beh_fulltextxml_COM-2050210.xml,3,3,0,0,0,0
2212-5019_beh_fulltextxml_COM-2050220.xml,50,36,7,7,0,0
2212-5019_beh_fulltextxml_COM-2050230.xml,9,9,0,0,0,0
2212-5019_beh_fulltextxml_COM-000181.xml,48,32,8,8,0,0
2212-5019_beh_fulltextxml_COM-000182.xml,63,37,13,13,0,0
2212-5019_beh_fulltextxml_COM-000183.xml,60,38,11,11,0,0
2212-5019_beh_fulltextxml_COM-000184.xml,23,21,1,1,0,0
2212-5019_beh_fulltextxml_COM-000187.xml,7,5,1,1,0,0
2212-5019_beh_fulltextxml_COM-000188.xml,18,12,3,3,0,0
2212-5019_beh_fulltextxml_COM-000190.xml,14,14,0,0,0,0
2212-5019_beh_fulltextxml_COM-000191.xml,20,8,6,6,0,0
2212-5019_beh_fulltextxml_COM-000202.xml,13,3,5,5,0,0
2212-5019_beh_fulltextxml_COM-000203.xml,24,10,7,7,0,0
2212-5019_beh_fulltextxml_COM-000204.xml,32,14,9,9,0,0
2212-5019_beh_fulltextxml_COM-000206.xml,0,0,0,0,0,0
2212-5019_beh_fulltextxml_COM-000207.xml,31,27,2,2,0,0
2212-5019_beh_fulltextxml_COM-000261.xml,13,7,3,3,0,0
2212-5019_beh_fulltextxml_COM-000293.xml,9,9,0,0,0,0
2212-5019_beh_fulltextxml_COM-000297.xml,13,7,3,3,0,0
2212-5019_beh_fulltextxml_COM-000316.xml,34,30,2,2,0,0
2212-5019_beh_fulltextxml_COM-000317.xml,128,108,10,10,0,0
2212-5019_beh_fulltextxml_COM-000318.xml,0,0,0,0,0,0
2212-5019_beh_fulltextxml_COM-000319.xml,21,15,3,3,0,0
2212-5019_beh_fulltextxml_COM-000320.xml,30,22,4,4,0,0
2212-5019_beh_fulltextxml_COM-000321.xml,14,8,3,3,0,0
2212-5019_beh_fulltextxml_COM-000322.xml,41,27,7,7,0,0
2212-5019_beh_fulltextxml_COM-000327.xml,0,0,0,0,0,0
2212-5019_beh_fulltextxml_COM-000333.xml,3,3,0,0,0,0
2212-5019_beh_fulltextxml_COM-000334.xml,82,74,4,4,0,0
2212-5019_beh_fulltextxml_COM-000335.xml,37,31,3,3,0,0
2212-5019_beh_fulltextxml_COM-000336.xml,40,28,6,6,0,0
2212-5019_beh_fulltextxml_COM-000337.xml,28,12,8,8,0,0
2212-5019_beh_fulltextxml_COM-000339.xml,42,30,6,6,0,0
2212-5019_beh_fulltextxml_COM-000340.xml,15,13,1,1,0,0
2212-5019_beh_fulltextxml_COM-000341.xml,0,0,0,0,0,0
2212-5019_beh_fulltextxml_COM-000342.xml,19,11,4,4,0,0
2212-5019_beh_fulltextxml_COM-000343.xml,44,28,8,8,0,0
2212-5019_beh_fulltextxml_COM-000345.xml,31,23,4,4,0,0
2212-5019_beh_fulltextxml_COM-000346.xml,82,56,13,13,0,0
2212-5019_beh_fulltextxml_COM-000347.xml,23,15,4,4,0,0
2212-5019_beh_fulltextxml_COM-000348.xml,25,23,1,1,0,0
2212-5019_beh_fulltextxml_COM-000349.xml,26,22,2,2,0,0
2212-5019_beh_fulltextxml_COM-000350.xml,52,30,11,11,0,0
2212-5019_beh_fulltextxml_COM-000351.xml,20,14,3,3,0,0
2212-5019_beh_fulltextxml_COM-000352.xml,24,22,1,1,0,0
2212-5019_beh_fulltextxml_COM-000353.xml,42,28,7,7,0,0
2212-5019_beh_fulltextxml_COM-000354.xml,46,44,1,1,0,0
2212-5019_beh_fulltextxml_COM-000355.xml,30,20,5,5,0,0
2212-5019_beh_fulltextxml_COM-000356.xml,0,0,0,0,0,0
2212-5019_beh_fulltextxml_COM-000357.xml,53,45,4,4,0,0
2212-5019_beh_fulltextxml_COM-000358.xml,49,33,8,8,0,0
2212-5019_beh_fulltextxml_COM-000359.xml,53,31,11,11,0,0
2212-5019_beh_fulltextxml_COM-000360.xml,0,0,0,0,0,0
2212-5019_beh_fulltextxml_COM-000361.xml,0,0,0,0,0,0
2212-5019_beh_fulltextxml_COM-000362.xml,0,0,0,0,0,0
2212-5019_beh_fulltextxml_COM-000363.xml,0,0,0,0,0,0
2212-5019_beh_fulltextxml_COM-000364.xml,0,0,0,0,0,0
2212-5019_beh_fulltextxml_COM-000371.xml,46,28,9,9,0,0
2212-5019_beh_fulltextxml_COM-000372.xml,23,11,6,6,0,0
2212-5019_beh_fulltextxml_COM-000373.xml,23,11,6,6,0,0
2212-5019_beh_fulltextxml_COM-000376.xml,133,127,3,3,0,0
2212-5019_beh_fulltextxml_COM-000377.xml,14,14,0,0,0,0
2212-5019_beh_fulltextxml_COM-000378.xml,12,8,2,2,0,0
2212-5019_beh_fulltextxml_COM-000379.xml,28,24,2,2,0,0
2212-5019_beh_fulltextxml_COM-000380.xml,20,14,3,3,0,0
2212-5019_beh_fulltextxml_COM-000381.xml,55,43,6,6,0,0
2212-5019_beh_fulltextxml_COM-000382.xml,18,12,3,3,0,0
2212-5019_beh_fulltextxml_COM-000384.xml,24,14,5,5,0,0
2212-5019_beh_fulltextxml_COM-000385.xml,74,56,9,9,0,0
2212-5019_beh_fulltextxml_COM-000386.xml,24,14,5,5,0,0
2212-5019_beh_fulltextxml_COM-000387.xml,16,10,3,3,0,0
2212-5019_beh_fulltextxml_COM-000400.xml,0,0,0,0,0,0
2212-5019_beh_fulltextxml_COM-000404.xml,26,18,4,4,0,0
2212-5019_beh_fulltextxml_COM-000407.xml,13,9,2,2,0,0
2212-5019_beh_fulltextxml_COM-000414.xml,12,6,3,3,0,0
2212-5019_beh_fulltextxml_COM-101.xml,40,26,7,7,0,0
2212-5019_beh_fulltextxml_COM-1010010010.xml,57,49,4,4,0,0
2212-5019_beh_fulltextxml_COM-1010010020.xml,45,45,0,0,0,0
2212-5019_beh_fulltextxml_COM-1010010030.xml,37,33,2,2,0,0
2212-5019_beh_fulltextxml_COM-1010020010.xml,42,20,11,11,0,0
2212-5019_beh_fulltextxml_COM-1010020020.xml,75,53,11,11,0,0
2212-5019_beh_fulltextxml_COM-1010020030.xml,33,21,6,6,0,0
2212-5019_beh_fulltextxml_COM-1010020040.xml,16,12,2,2,0,0
2212-5019_beh_fulltextxml_COM-1010020050.xml,22,20,1,1,0,0
2212-5019_beh_fulltextxml_COM-1010020060.xml,18,18,0,0,0,0
2212-5019_beh_fulltextxml_COM-1010020070.xml,40,34,3,3,0,0
2212-5019_beh_fulltextxml_COM-1010030010.xml,31,29,1,1,0,0
2212-5019_beh_fulltextxml_COM-1010030020.xml,57,45,6,6,0,0
2212-5019_beh_fulltextxml_COM-1010030030.xml,48,42,3,3,0,0
2212-5019_beh_fulltextxml_COM-1010030040.xml,28,24,2,2,0,0
2212-5019_beh_fulltextxml_COM-1010030050.xml,49,29,10,10,0,0
2212-5019_beh_fulltextxml_COM-1010040010.xml,38,26,6,6,0,0
2212-5019_beh_fulltextxml_COM-1010040020.xml,48,42,3,3,0,0
2212-5019_beh_fulltextxml_COM-1010040030.xml,38,32,3,3,0,0
2212-5019_beh_fulltextxml_COM-1010050010.xml,20,20,0,0,0,0
2212-5019_beh_fulltextxml_COM-1010050020.xml,31,25,3,3,0,0
2212-5019_beh_fulltextxml_COM-1010050030.xml,10,8,1,1,0,0
2212-5019_beh_fulltextxml_COM-1010050040.xml,30,26,2,2,0,0
2212-5019_beh_fulltextxml_COM-1010060010.xml,17,11,3,3,0,0
